,Country,Crop,Model_Type,R2
1124,Mexico,"Peas, dry",mir_0.4_classic_linear_regression,0.578560698711609
1125,Mexico,Potatoes,lasso_8,0.4408163725589135
1126,Mexico,Rapeseed,mir_0.3_lasso_2,0.7160963924790766
1127,Mexico,"Rice, paddy",mir_0.3_lasso_2,0.6143999766243237
1128,Mexico,Sesame seed,mir_0.4_lasso_0.8,0.5971726551115475
1129,Mexico,Soybeans,mir_0.3_lasso_2,0.6155897982875713
1130,Mexico,Sugar cane,mir_0.4_lasso_400,0.3845980836267868
1131,Mexico,Sweet potatoes,lasso_0.8,0.4357036101901415
1132,Mexico,"Tobacco, unmanufactured",mir_0.4_classic_linear_regression,0.5738642310724645
1133,Mexico,Tomatoes,lasso_0.8,0.5905743206078026
1134,Mexico,Wheat,mir_0.4_classic_linear_regression,0.45244759841048
1135,Mongolia,Barley,mir_0.4_classic_linear_regression,-1.1043707648498864
1136,Mongolia,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.5172436617803702
1137,Mongolia,Potatoes,mir_0.4_classic_linear_regression,0.7598112845425449
1138,Mongolia,Wheat,mir_0.5_lasso_0.02,-0.44217318516557014
1139,Morocco,Apples,lasso_2,0.08195997758987816
1140,Morocco,Avocados,mir_0.3_lasso_400,-0.4747777837509717
1141,Morocco,Barley,mir_0.3_lasso_400,0.5382085106613466
1142,Morocco,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.7161661174760332
1143,Morocco,Grapes,mir_0.4_classic_linear_regression,0.5973957864666077
1144,Morocco,Maize,mir_0.3_lasso_400,0.740132081275789
1145,Morocco,Oranges,mir_0.4_lasso_400,0.7089757158532528
1146,Morocco,"Peas, dry",mir_0.5_classic_linear_regression,0.01668968199206422
1147,Morocco,Potatoes,mir_0.5_classic_linear_regression,0.3959531753329676
1148,Morocco,"Rice, paddy",mir_0.4_lasso_400,0.7475839668778315
1149,Morocco,Rye,mir_0.3_lasso_200,0.49141729772914955
1150,Morocco,Sesame seed,mir_0.4_classic_linear_regression,0.39586108974665923
1151,Morocco,Sugar beet,mir_0.2_lasso_400,0.4304694504708758
1152,Morocco,Sunflower seed,mir_0.4_lasso_0.02,0.5882632835144426
1153,Morocco,Sweet potatoes,mir_0.3_lasso_20,0.6254020138877239
1154,Morocco,"Tobacco, unmanufactured",mir_0.5_classic_linear_regression,0.30482283810917865
1155,Morocco,Tomatoes,mir_0.5_classic_linear_regression,0.5590385803648334
1156,Morocco,Wheat,mir_0.5_classic_linear_regression,0.1772924509660695
1157,Mozambique,Bananas,mir_0.3_lasso_400,0.6088848008083632
1158,Mozambique,"Cashew nuts, with shell",lasso_0.8,0.4691664276770541
1159,Mozambique,Cassava,mir_0.3_lasso_8,0.7441922481966216
1160,Mozambique,Cereals (Rice Milled Eqv),mir_0.3_lasso_400,0.3988846588717091
1161,Mozambique,"Coffee, green",lasso_0.02,0.3629259951036672
1162,Mozambique,Maize,mir_0.3_lasso_8,0.43710021355667694
1163,Mozambique,Oranges,mir_0.5_classic_linear_regression,0.5036870836842724
1164,Mozambique,Potatoes,mir_0.3_lasso_400,0.6994840746441622
1165,Mozambique,"Rice, paddy",mir_0.4_classic_linear_regression,0.630394473161668
1166,Mozambique,Sesame seed,mir_0.3_lasso_2,0.5833704533074107
1167,Mozambique,Sugar cane,mir_0.3_lasso_400,0.5440194466095016
1168,Mozambique,Sunflower seed,lasso_0.02,0.4331966328072324
1169,Mozambique,Sweet potatoes,mir_0.4_classic_linear_regression,0.4046205061694761
1170,Mozambique,Tea,mir_0.4_classic_linear_regression,0.37247889317132243
1171,Mozambique,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.45807580555302085
1172,Mozambique,Tomatoes,lasso_0.02,0.4137555150025951
1173,Mozambique,Wheat,mir_0.4_lasso_0.02,0.6907955887227919
1174,Namibia,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.6624445236028154
1175,Namibia,Maize,mir_0.5_classic_linear_regression,0.5790610226664723
1176,Namibia,Wheat,mir_0.5_classic_linear_regression,0.192887450470962
1177,Nepal,Barley,mir_0.3_lasso_400,0.4750122325084082
1178,Nepal,"Beans, dry",mir_0.3_lasso_400,0.4735578173778582
1179,Nepal,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.7005783405339818
1180,Nepal,Maize,mir_0.5_classic_linear_regression,0.30410260245681464
1181,Nepal,Potatoes,mir_0.3_lasso_400,0.3484718924844328
1182,Nepal,"Rice, paddy",mir_0.3_lasso_400,0.30063466440731457
1183,Nepal,Soybeans,mir_0.5_classic_linear_regression,0.41717373202760033
1184,Nepal,Sugar cane,mir_0.4_lasso_0.02,0.6351816464180469
1185,Nepal,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.6832996190406775
1186,Nepal,Wheat,mir_0.3_lasso_400,0.5436075952567407
1187,Netherlands,Apples,mir_0.4_lasso_0.5,0.5027386128497875
1188,Netherlands,Barley,mir_0.3_lasso_400,0.3622071039224082
1189,Netherlands,"Beans, dry",mir_0.4_lasso_30,0.21597346524758154
1190,Netherlands,Cereals (Rice Milled Eqv),mir_0.5_classic_linear_regression,0.3276733755225798
1191,Netherlands,Grapes,lasso_0.8,0.5827428441868899
1192,Netherlands,Maize,mir_0.4_classic_linear_regression,0.6637188383525343
1193,Netherlands,"Peas, dry",mir_0.2_lasso_0.02,0.4097861150570473
1194,Netherlands,Potatoes,mir_0.3_lasso_400,0.45191908923441804
1195,Netherlands,Rapeseed,mir_0.4_lasso_400,0.6252754335908466
1196,Netherlands,Rye,lasso_0.8,0.4966775350884486
1197,Netherlands,Sugar beet,mir_0.4_classic_linear_regression,0.6201232714135825
1198,Netherlands,Tomatoes,mir_0.4_classic_linear_regression,0.725235902153156
1199,Netherlands,Wheat,classic_linear_regression,0.5398867497836106
1200,New Caledonia,Bananas,mir_0.4_lasso_400,0.5221378952798725
1201,New Caledonia,Cassava,mir_0.4_classic_linear_regression,0.6097870771545115
1202,New Caledonia,Cereals (Rice Milled Eqv),mir_0.2_lasso_400,0.4570625700091464
1203,New Caledonia,"Coffee, green",mir_0.5_classic_linear_regression,0.6056666802058972
1204,New Caledonia,Maize,mir_0.3_lasso_400,0.41999857720791445
1205,New Caledonia,Potatoes,mir_0.2_lasso_400,0.2980339633913045
1206,New Caledonia,Sweet potatoes,mir_0.4_lasso_400,0.6737322627422362
1207,New Caledonia,Wheat,mir_0.4_classic_linear_regression,0.3619031815468152
1208,New Caledonia,Yams,mir_0.4_classic_linear_regression,0.6585876255884502
1209,New Zealand,Apples,mir_0.4_classic_linear_regression,0.6895166397126826
1210,New Zealand,Barley,mir_0.4_classic_linear_regression,0.457344813719315
1211,New Zealand,Cereals (Rice Milled Eqv),mir_0.3_lasso_400,0.541106708797742
1212,New Zealand,Grapes,mir_0.3_lasso_400,0.4443329063229142
1213,New Zealand,Maize,mir_0.4_classic_linear_regression,0.592658310274005
1214,New Zealand,Oranges,mir_0.3_lasso_400,0.4069565243220764
1215,New Zealand,"Peas, dry",mir_0.4_classic_linear_regression,0.49981699052367945
1216,New Zealand,Potatoes,mir_0.3_lasso_0.5,0.5426678694499008
1217,New Zealand,Rapeseed,mir_0.4_lasso_0.02,0.6463142348452162
1218,New Zealand,Sweet potatoes,lasso_0.8,0.4717133998530668
1219,New Zealand,Tomatoes,mir_0.4_classic_linear_regression,0.7353294093248296
1220,New Zealand,Wheat,mir_0.4_classic_linear_regression,0.6334454992901142
1221,Nicaragua,Bananas,mir_0.4_classic_linear_regression,0.7154487344369274
1222,Nicaragua,"Beans, dry",mir_0.3_lasso_8,0.41258813346011336
1223,Nicaragua,Cassava,mir_0.4_lasso_0.02,0.6002150344583543
1224,Nicaragua,Cereals (Rice Milled Eqv),mir_0.2_lasso_400,0.2901591352392714
1225,Nicaragua,"Cocoa, beans",lasso_400,0.403829790321242
1226,Nicaragua,"Coffee, green",mir_0.4_classic_linear_regression,0.5148671841152059
1227,Nicaragua,Maize,mir_0.4_classic_linear_regression,0.6701467797804861
1228,Nicaragua,Oranges,mir_0.3_lasso_30,0.775664646370145
1229,Nicaragua,Potatoes,mir_0.2_lasso_400,0.3742497961976642
1230,Nicaragua,"Rice, paddy",mir_0.4_classic_linear_regression,0.48840603808130223
1231,Nicaragua,Sesame seed,lasso_400,0.4338493828423591
1232,Nicaragua,Sugar cane,mir_0.3_lasso_2,0.4729785230653407
1233,Nicaragua,"Tobacco, unmanufactured",mir_0.2_lasso_400,0.442276433491379
1234,Nicaragua,Tomatoes,mir_0.5_classic_linear_regression,0.5787441442602073
1235,Niger,Cassava,mir_0.2_lasso_200,0.5137851053391722
1236,Niger,Cereals (Rice Milled Eqv),mir_0.4_lasso_30,0.6430452545539466
1237,Niger,Maize,mir_0.3_lasso_2,0.5800401109118474
1238,Niger,"Rice, paddy",mir_0.4_lasso_400,0.07720652558563268
1239,Niger,Sugar cane,lasso_2,0.5579329202707031
1240,Niger,Sweet potatoes,mir_0.4_lasso_0.02,0.37247589171716355
1241,Niger,"Tobacco, unmanufactured",mir_0.4_classic_linear_regression,0.4818394595081674
1242,Niger,Tomatoes,mir_0.3_lasso_400,0.4088026539215911
1243,Niger,Wheat,mir_0.5_classic_linear_regression,0.3280142852307758
1244,Nigeria,"Cashew nuts, with shell",mir_0.3_lasso_50,0.6319006525492707
1245,Nigeria,Cassava,mir_0.3_lasso_8,0.5470560210401225
1246,Nigeria,Cereals (Rice Milled Eqv),mir_0.4_lasso_400,0.5714933207561514
1247,Nigeria,"Cocoa, beans",lasso_2,0.2991118709411017
1248,Nigeria,"Coffee, green",mir_0.3_lasso_400,0.6877429392953254
1249,Nigeria,Maize,lasso_400,0.3207642110209392
1250,Nigeria,"Oil, palm",mir_0.5_classic_linear_regression,0.5348869310922681
1251,Nigeria,Potatoes,mir_0.3_lasso_100,0.6905909649861761
1252,Nigeria,"Rice, paddy",mir_0.3_lasso_400,0.6028205808151919
1253,Nigeria,Sesame seed,lasso_400,0.4181323246996138
1254,Nigeria,Soybeans,mir_0.4_classic_linear_regression,0.7449303947003747
1255,Nigeria,Sugar cane,mir_0.4_lasso_400,0.6356255138017477
1256,Nigeria,Sweet potatoes,mir_0.3_lasso_400,0.629907154299296
1257,Nigeria,"Tobacco, unmanufactured",mir_0.4_classic_linear_regression,0.5347965241051179
1258,Nigeria,Tomatoes,mir_0.3_lasso_400,0.5590049007862512
1259,Nigeria,Wheat,mir_0.4_lasso_8,0.528871964885441
1260,Nigeria,Yams,mir_0.4_classic_linear_regression,0.4626315507870855
1261,Norway,Apples,mir_0.4_classic_linear_regression,0.713713014543471
1262,Norway,Barley,mir_0.4_classic_linear_regression,0.7536656488182787
1263,Norway,Cereals (Rice Milled Eqv),mir_0.3_lasso_0.02,0.5145057240028676
1264,Norway,Potatoes,mir_0.5_classic_linear_regression,0.35253743877792443
1265,Norway,Rapeseed,mir_0.4_classic_linear_regression,0.6409197265287079
1266,Norway,Rye,classic_linear_regression,0.6817624602033399
1267,Norway,Tomatoes,mir_0.3_lasso_400,0.4802298555629678
1268,Norway,Wheat,lasso_0.8,0.4866956278882375
1269,Oman,Bananas,mir_0.4_lasso_0.02,0.594547080918199
1270,Oman,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.6784381178232304
1271,Oman,Wheat,mir_0.5_classic_linear_regression,0.2690349288844458
1272,Pakistan,Apples,mir_0.3_lasso_2,0.5089100760046517
1273,Pakistan,Bananas,mir_0.5_classic_linear_regression,0.23390502797088564
1274,Pakistan,Barley,mir_0.5_classic_linear_regression,0.5772556122437233
1275,Pakistan,"Beans, dry",mir_0.4_classic_linear_regression,0.7459301706691
1276,Pakistan,Cereals (Rice Milled Eqv),lasso_0.02,0.5701024641662338
1277,Pakistan,Grapes,mir_0.3_lasso_400,0.5696164094039362
1278,Pakistan,Maize,lasso_0.5,0.5027235598313551
1279,Pakistan,Oranges,mir_0.3_lasso_200,0.7213483747412639
1280,Pakistan,"Peas, dry",mir_0.3_lasso_400,0.7538927594598652
1281,Pakistan,Potatoes,mir_0.4_classic_linear_regression,0.5815985272008486
1282,Pakistan,Rapeseed,mir_0.3_lasso_0.02,0.6347191016079657
1283,Pakistan,"Rice, paddy",mir_0.3_lasso_400,0.7283033978839281
1284,Pakistan,Sesame seed,mir_0.5_classic_linear_regression,0.6972568953685971
1285,Pakistan,Soybeans,mir_0.4_classic_linear_regression,0.4717887202897574
1286,Pakistan,Sugar beet,mir_0.4_classic_linear_regression,0.627829917503706
1287,Pakistan,Sugar cane,mir_0.2_lasso_0.5,0.6116824303623248
1288,Pakistan,Sunflower seed,mir_0.5_classic_linear_regression,0.2672216486027593
1289,Pakistan,Sweet potatoes,lasso_400,0.3372839096369933
1290,Pakistan,"Tobacco, unmanufactured",mir_0.4_classic_linear_regression,0.5223557996666093
1291,Pakistan,Wheat,mir_0.4_classic_linear_regression,0.5580166824703707
1292,Panama,Avocados,lasso_2,0.17693515566446427
1293,Panama,Bananas,mir_0.5_classic_linear_regression,0.4725408532769738
1294,Panama,"Beans, dry",mir_0.2_lasso_400,0.4058226723266787
1295,Panama,Cassava,mir_0.4_lasso_0.02,0.663737419403384
1296,Panama,Cereals (Rice Milled Eqv),mir_0.4_lasso_0.02,0.687851336048743
1297,Panama,"Cocoa, beans",mir_0.4_lasso_0.02,0.4707853371923554
1298,Panama,"Coffee, green",lasso_0.5,0.5908985780076426
1299,Panama,Maize,lasso_50,-0.024477441182927162
1300,Panama,Oranges,lasso_0.5,0.6123560546330123
1301,Panama,Potatoes,mir_0.4_classic_linear_regression,0.5918699349802227
1302,Panama,"Rice, paddy",mir_0.4_classic_linear_regression,0.7290743307255421
1303,Panama,Sesame seed,mir_0.4_lasso_400,0.5470648381946661
1304,Panama,Sugar cane,mir_0.3_lasso_400,0.47320068390809045
1305,Panama,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.5485799104952909
1306,Panama,Tomatoes,mir_0.3_lasso_400,0.4603299521460815
1307,Panama,Yams,mir_0.3_lasso_0.02,0.5462233565069734
1308,Papua New Guinea,Bananas,lasso_0.8,0.5777661431449482
1309,Papua New Guinea,Cassava,mir_0.4_lasso_0.02,0.5578962187054959
1310,Papua New Guinea,Cereals (Rice Milled Eqv),mir_0.3_lasso_400,0.5473367936450225
1311,Papua New Guinea,"Cocoa, beans",mir_0.3_lasso_100,0.6518537951568194
1312,Papua New Guinea,"Coffee, green",mir_0.4_lasso_0.02,0.5875491935589016
1313,Papua New Guinea,Maize,mir_0.4_lasso_400,0.6360936792947935
1314,Papua New Guinea,Potatoes,lasso_0.8,0.4539988485591606
1315,Papua New Guinea,"Rice, paddy",mir_0.4_classic_linear_regression,0.5888875472361127
1316,Papua New Guinea,Sugar cane,mir_0.4_classic_linear_regression,0.6763851394784008
1317,Papua New Guinea,Sweet potatoes,mir_0.3_lasso_400,0.39150172791243987
1318,Papua New Guinea,Tea,lasso_400,0.002224817909868726
1319,Papua New Guinea,Tomatoes,mir_0.4_lasso_100,0.7405994238777652
1320,Papua New Guinea,Yams,mir_0.4_classic_linear_regression,0.6754218979075932
1321,Paraguay,Apples,mir_0.3_lasso_400,0.5467266226163026
1322,Paraguay,Avocados,mir_0.4_classic_linear_regression,0.6714167064221541
1323,Paraguay,Bananas,mir_0.4_lasso_400,0.6310656759862772
1324,Paraguay,"Beans, dry",mir_0.3_lasso_400,0.780530331355223
1325,Paraguay,Cassava,mir_0.3_lasso_400,0.6687632320248849
1326,Paraguay,Cereals (Rice Milled Eqv),mir_0.5_classic_linear_regression,0.37740813906881077
1327,Paraguay,"Coffee, green",mir_0.5_classic_linear_regression,0.24078320014097798
1328,Paraguay,Grapes,mir_0.5_classic_linear_regression,0.7780733948878458
1329,Paraguay,Maize,mir_0.4_classic_linear_regression,0.6658070239082934
1330,Paraguay,"Oil, palm",lasso_0.02,0.4421726856134678
1331,Paraguay,Oranges,mir_0.3_lasso_400,0.6057881084035366
1332,Paraguay,"Peas, dry",mir_0.4_lasso_200,0.4082813621221033
1333,Paraguay,Potatoes,mir_0.4_classic_linear_regression,0.744287982692647
1334,Paraguay,"Rice, paddy",lasso_0.8,0.5369173811675685
1335,Paraguay,Soybeans,mir_0.3_lasso_400,0.6116334455670689
1336,Paraguay,Sugar cane,mir_0.4_classic_linear_regression,0.5124073516511858
1337,Paraguay,Sweet potatoes,mir_0.3_lasso_400,0.5911454457579995
1338,Paraguay,"Tobacco, unmanufactured",mir_0.4_classic_linear_regression,0.7134472192665973
1339,Paraguay,Tomatoes,mir_0.4_classic_linear_regression,0.5738410885864785
1340,Paraguay,Wheat,mir_0.4_lasso_0.02,0.7298824992956453
1341,Peru,Apples,mir_0.3_lasso_400,0.7361775287489076
1342,Peru,Avocados,mir_0.4_classic_linear_regression,0.6854478250536404
1343,Peru,Barley,mir_0.4_classic_linear_regression,0.6573629622565011
1344,Peru,"Beans, dry",mir_0.4_classic_linear_regression,0.6379073006458633
1345,Peru,Cassava,mir_0.4_classic_linear_regression,0.7359414137491154
1346,Peru,Cereals (Rice Milled Eqv),mir_0.4_lasso_400,0.24457411728985146
1347,Peru,"Cocoa, beans",mir_0.5_classic_linear_regression,0.5877470188051814
1348,Peru,"Coffee, green",mir_0.4_lasso_400,0.2373745062746725
1349,Peru,Grapes,mir_0.4_lasso_0.02,0.5494355293586443
1350,Peru,Maize,lasso_0.8,0.4603905437314014
1351,Peru,Oranges,mir_0.4_classic_linear_regression,0.7250599204173467
1352,Peru,"Peas, dry",mir_0.5_classic_linear_regression,0.2611625113680477
1353,Peru,Potatoes,mir_0.3_lasso_400,0.48501328959280254
1354,Peru,"Rice, paddy",mir_0.4_classic_linear_regression,0.7170355624329348
1355,Peru,Rye,mir_0.4_classic_linear_regression,0.5962510907339104
1356,Peru,Sesame seed,mir_0.3_lasso_8,0.5321573928862803
1357,Peru,Soybeans,lasso_0.5,0.4894767276723181
1358,Peru,Sugar cane,mir_0.4_lasso_100,0.35085928507122877
1359,Peru,Sweet potatoes,mir_0.5_classic_linear_regression,0.710998390744806
1360,Peru,Tea,mir_0.4_classic_linear_regression,0.754527326648333
1361,Peru,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.43304854970632123
1362,Peru,Tomatoes,mir_0.3_classic_linear_regression,0.44102844909990324
1363,Peru,Wheat,mir_0.4_lasso_400,0.7939894976907873
1364,Philippines,Avocados,mir_0.2_classic_linear_regression,0.42586947235729444
1365,Philippines,Bananas,mir_0.3_lasso_400,0.40494276208965374
1366,Philippines,"Beans, dry",mir_0.4_classic_linear_regression,0.622184894101645
1367,Philippines,"Cashew nuts, with shell",mir_0.4_classic_linear_regression,0.5787917475220898
1368,Philippines,Cassava,lasso_0.02,0.462025168954286
1369,Philippines,Cereals (Rice Milled Eqv),mir_0.3_lasso_50,0.5475402737052324
1370,Philippines,"Cocoa, beans",mir_0.3_lasso_20,0.5378868506782067
1371,Philippines,"Coffee, green",mir_0.4_classic_linear_regression,0.6664333643118105
1372,Philippines,Maize,mir_0.3_lasso_400,0.5291028198834112
1373,Philippines,"Oil, palm",mir_0.5_classic_linear_regression,0.3104557021391373
1374,Philippines,Oranges,mir_0.5_classic_linear_regression,0.32506076947215945
1375,Philippines,Potatoes,mir_0.3_lasso_400,0.23819113840342843
1376,Philippines,"Rice, paddy",lasso_400,0.3380470084812447
1377,Philippines,Soybeans,mir_0.5_classic_linear_regression,0.7294758007152127
1378,Philippines,Sugar cane,mir_0.4_lasso_0.02,0.6299958504793951
1379,Philippines,Sweet potatoes,mir_0.4_classic_linear_regression,0.5108577972707762
1380,Philippines,"Tobacco, unmanufactured",mir_0.4_classic_linear_regression,0.6928949900472302
1381,Philippines,Tomatoes,mir_0.5_lasso_0.02,0.5277670266752928
1382,Philippines,Yams,mir_0.4_classic_linear_regression,0.3842752143320003
1383,Poland,Apples,lasso_0.5,0.45756355012998884
1384,Poland,Barley,mir_0.5_classic_linear_regression,0.4659896370733174
1385,Poland,"Beans, dry",mir_0.3_lasso_400,0.501280980434759
1386,Poland,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.327091600615969
1387,Poland,Maize,mir_0.3_lasso_400,0.4355634423663918
1388,Poland,"Peas, dry",mir_0.2_lasso_200,0.46115397506882294
1389,Poland,Potatoes,lasso_0.8,0.5644856643466277
1390,Poland,Rapeseed,mir_0.5_classic_linear_regression,0.3446450832474929
1391,Poland,Rye,mir_0.4_classic_linear_regression,0.7364220063691405
1392,Poland,Sugar beet,mir_0.4_classic_linear_regression,0.6003349757696541
1393,Poland,"Tobacco, unmanufactured",mir_0.4_lasso_400,0.6759709660939781
1394,Poland,Tomatoes,mir_0.4_classic_linear_regression,0.742675908431075
1395,Poland,Wheat,mir_0.3_lasso_400,0.5261228665077472
1396,Portugal,Apples,mir_0.3_lasso_2,0.6286228837844522
1397,Portugal,Bananas,mir_0.2_lasso_200,0.2448380989086999
1398,Portugal,Barley,mir_0.4_lasso_400,0.6120651172799845
1399,Portugal,"Beans, dry",mir_0.5_classic_linear_regression,0.05351126657695371
1400,Portugal,Cereals (Rice Milled Eqv),mir_0.4_lasso_200,0.3377733473988327
1401,Portugal,Grapes,lasso_200,0.44636082109940567
1402,Portugal,Maize,lasso_2,0.634335550874867
1403,Portugal,Oranges,mir_0.3_lasso_8,0.4705833261739861
1404,Portugal,Potatoes,mir_0.5_classic_linear_regression,0.1959522860936027
1405,Portugal,"Rice, paddy",mir_0.4_lasso_400,0.3584994266331585
1406,Portugal,Rye,lasso_0.8,0.6069946676746847
1407,Portugal,Sugar beet,mir_0.4_lasso_8,0.30121283994875003
1408,Portugal,Sugar cane,mir_0.2_lasso_400,0.3493052208733093
1409,Portugal,Sweet potatoes,mir_0.3_lasso_400,0.6177360714732245
1410,Portugal,Tea,mir_0.4_classic_linear_regression,0.6955295350718996
1411,Portugal,"Tobacco, unmanufactured",mir_0.3_lasso_0.5,0.6583645956374583
1412,Portugal,Tomatoes,mir_0.4_lasso_200,0.563052312475715
1413,Portugal,Wheat,mir_0.4_classic_linear_regression,0.48561551423620286
1414,Portugal,Yams,mir_0.4_classic_linear_regression,0.6240064401500807
1415,Puerto Rico,Avocados,mir_0.3_lasso_400,0.6682974942288867
1416,Puerto Rico,Bananas,mir_0.3_lasso_8,0.5665359565207937
1417,Puerto Rico,"Beans, dry",mir_0.4_lasso_0.02,0.6173539432235251
1418,Puerto Rico,Cassava,mir_0.4_classic_linear_regression,0.44648977471094287
1419,Puerto Rico,Cereals (Rice Milled Eqv),mir_0.2_lasso_400,0.5310159723244285
1420,Puerto Rico,"Coffee, green",mir_0.3_lasso_400,0.5012688843272051
1421,Puerto Rico,Maize,mir_0.4_classic_linear_regression,0.5137636627384822
1422,Puerto Rico,Oranges,mir_0.4_lasso_400,0.34660953933806515
1423,Puerto Rico,"Rice, paddy",mir_0.4_lasso_400,0.6298848815128633
1424,Puerto Rico,Sweet potatoes,mir_0.4_classic_linear_regression,0.6416962612334873
1425,Puerto Rico,"Tobacco, unmanufactured",mir_0.4_lasso_400,0.3549064206935717
1426,Puerto Rico,Tomatoes,mir_0.3_lasso_400,0.5326316014894141
1427,Puerto Rico,Yams,mir_0.2_lasso_400,0.26513807186648364
1428,Romania,Apples,mir_0.3_lasso_400,0.49957956770173984
1429,Romania,Barley,mir_0.3_lasso_200,0.5395822931552723
1430,Romania,"Beans, dry",mir_0.3_lasso_400,0.482117695202102
1431,Romania,Cereals (Rice Milled Eqv),mir_0.2_lasso_400,0.5369807427233175
1432,Romania,Grapes,mir_0.3_lasso_400,0.6664338632531314
1433,Romania,Maize,mir_0.3_lasso_2,0.5389983999832955
1434,Romania,"Peas, dry",mir_0.4_lasso_400,0.32314377738844846
1435,Romania,Potatoes,mir_0.4_lasso_0.02,0.5355524177352169
1436,Romania,Rapeseed,mir_0.3_lasso_200,0.48983324486486146
1437,Romania,"Rice, paddy",mir_0.3_lasso_400,0.6551630376651978
1438,Romania,Rye,mir_0.3_lasso_0.8,0.5810173778901422
1439,Romania,Soybeans,mir_0.4_classic_linear_regression,0.3958873336873132
1440,Romania,Sugar beet,mir_0.4_lasso_400,0.49764029197712956
1441,Romania,Sunflower seed,mir_0.4_classic_linear_regression,0.48393992121598683
1442,Romania,"Tobacco, unmanufactured",mir_0.4_lasso_200,0.37435604459049265
1443,Romania,Tomatoes,mir_0.5_classic_linear_regression,0.23218745432868104
1444,Romania,Wheat,mir_0.3_lasso_200,0.47494902110634596
1445,Rwanda,"Beans, dry",mir_0.3_lasso_400,0.5663878576990238
1446,Rwanda,Cassava,mir_0.3_lasso_400,0.4695143704858593
1447,Rwanda,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.865824619493349
1448,Rwanda,"Coffee, green",mir_0.3_lasso_20,0.5441634916626346
1449,Rwanda,Maize,mir_0.4_classic_linear_regression,0.6628548503315963
1450,Rwanda,"Peas, dry",mir_0.4_lasso_0.02,0.5193107559495356
1451,Rwanda,Potatoes,mir_0.3_lasso_2,0.560003205415011
1452,Rwanda,Sweet potatoes,lasso_2,0.4142745183898656
1453,Rwanda,Tea,mir_0.4_classic_linear_regression,0.6186061461596788
1454,Rwanda,"Tobacco, unmanufactured",lasso_20,0.5919289322777235
1455,Rwanda,Wheat,mir_0.3_lasso_8,0.5018247050426196
1456,Rwanda,Yams,mir_0.4_classic_linear_regression,0.5583649271208113
1457,Samoa,Avocados,mir_0.4_lasso_400,0.6241616755719843
1458,Samoa,Bananas,mir_0.4_classic_linear_regression,0.5685840737798391
1459,Samoa,Cassava,mir_0.4_lasso_400,0.36833415097511824
1460,Samoa,"Cocoa, beans",lasso_0.02,0.5760926956995696
1461,Samoa,"Coffee, green",lasso_0.8,0.474798139385031
1462,Samoa,Sugar cane,mir_0.3_lasso_8,0.5300588834841662
1463,Samoa,"Tobacco, unmanufactured",mir_0.4_lasso_400,0.3546254051396295
1464,Samoa,Yams,mir_0.4_lasso_0.02,0.29458428874729015
1465,Sao Tome and Principe,Bananas,mir_0.4_classic_linear_regression,0.556390326160908
1466,Sao Tome and Principe,Cassava,mir_0.3_lasso_400,0.3436985499765949
1467,Sao Tome and Principe,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.5867632017535094
1468,Sao Tome and Principe,"Cocoa, beans",lasso_0.5,0.3902421373780184
1469,Sao Tome and Principe,"Coffee, green",lasso_0.8,0.5653182654968942
1470,Sao Tome and Principe,Maize,lasso_400,0.30379744439548106
1471,Sao Tome and Principe,"Oil, palm",mir_0.4_classic_linear_regression,0.6545291170917193
1472,Sao Tome and Principe,Yams,mir_0.5_classic_linear_regression,0.21274813646435464
1473,Saudi Arabia,Barley,classic_linear_regression,0.44439413215141577
1474,Saudi Arabia,Cereals (Rice Milled Eqv),mir_0.5_classic_linear_regression,0.24641812471181102
1475,Saudi Arabia,Grapes,mir_0.2_lasso_400,0.4436533163640718
1476,Saudi Arabia,Maize,mir_0.4_classic_linear_regression,0.684738728931366
1477,Saudi Arabia,Potatoes,mir_0.4_lasso_400,0.3603737038030317
1478,Saudi Arabia,Sesame seed,mir_0.3_lasso_400,0.5144239326093356
1479,Saudi Arabia,Tomatoes,lasso_0.8,0.5051493381395677
1480,Saudi Arabia,Wheat,mir_0.5_classic_linear_regression,0.3668967095662232
1481,Senegal,Bananas,mir_0.4_classic_linear_regression,0.5188147798528833
1482,Senegal,Cassava,lasso_2,0.5819834069468106
1483,Senegal,Cereals (Rice Milled Eqv),mir_0.3_lasso_2,0.705710800607219
1484,Senegal,Maize,mir_0.4_classic_linear_regression,0.6860958983356753
1485,Senegal,"Oil, palm",mir_0.4_classic_linear_regression,0.7361777844621402
1486,Senegal,Oranges,lasso_0.02,0.32021973671541126
1487,Senegal,Potatoes,mir_0.4_classic_linear_regression,0.4960782672678907
